description	TRUE	dict+rule	Stanza	TJBatch	transformer-bert	spacy	ht-bert	fine-tuned-bert	whole-mask-bert
Denmark 's Radiometer H1 result seen flat .	[]	[]	[]	set()	[]	[]	['Radiometer']	[]	[]
COPENHAGEN 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
A Reuter consensus survey sees medical equipment group Radiometer reporting largely unchanged earnings when it publishes first half 19996/97 results next Wednesday .	[]	[]	[]	set()	[]	['reuter']	['Radiometer']	[]	['reuter']
An average of four analysts ' forecasts predicted pre-tax profit of 147.3 million crowns compared to 144.5 million in the first six months of 1995/96 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
They said that the group 's failure to introduce new products was behind the share 's weak performance in 1996 , during which it has lost seven percent so far .	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- Soeren Linding Jakobsen , Copenhagen newsroom +45 33969650	['Soeren', 'Linding', 'Jakobsen']	[]	[]	set()	['Soeren', 'Lindingsen', 'Jakobsen']	['-- soeren linding jakobsen']	['Jakobsen', 'Copenhagen']	['Jakobsen']	['Jakobsen', 'Soeren', 'Linding', 'soeren', 'linding', 'jakobsen']
Moslem fundamentalists kill 19 Algerians - agency .	[]	[]	[]	set()	[]	[]	['Moslem', 'Algerians']	[]	[]
PARIS 1996-12-06	[]	['paris']	[]	['paris']	[]	[]	[]	[]	[]
Moslem fundamentalists killed 19 civilians overnight in Blida province south of Algiers , Algerian security forces said on Friday .	[]	['algerian']	[]	set()	[]	[]	['Moslem']	[]	[]
"In a statement carried on the official Algerian news agency APS , the security forces said the 19 had been killed by "" a group of terrorists "" ."	[]	['algerian']	[]	set()	[]	[]	[]	[]	[]
Belgian police smash major drugs rings , 30 arrested .	[]	[]	[]	set()	[]	[]	[]	[]	[]
BRUSSELS 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
Police smashed two drugs smuggling rings and arrested 30 people after a taxidriver in Spain alerted them to a suitcase of heroin left in his cab , Belgian police said on Friday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Police seized dozens of kilos of heroin with a street value of hundreds of millions of Belgian francs , a public prosecutor 's office spokesman in the port city of Antwerp said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
He said a 24-year-old Belgian woman left a suitcase containing 13 kg ( 29 lb ) of heroin in a taxi in Barcelona .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The taxidriver alerted police who arrested a 33-year-old Turkish man when he came to pick up the suitcase at a lost luggage office .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The woman was later arrested in Belgium .	[]	[]	[]	set()	[]	[]	[]	[]	[]
She and the Turkish man smuggled heroin from Turkey to Antwerp from where it was taken to Spain , France and Germany by others , the spokesman said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
He said 14 people were arrested in Belgium and 16 others in other European nations after an investigation lasting nearly a year .	[]	[]	[]	set()	[]	[]	[]	[]	[]
( $ 1=32.14 Belgian Franc )	[]	[]	[]	set()	[]	[]	['Belgian', 'Franc']	[]	[]
Port conditions update - Lloyds Shipping .	[]	[]	[]	set()	[]	[]	[]	[]	[]
GREECE , Dec 5 - Greek port workers called off a strike which had kept the country 's ports closed , giving the government until Feb 1 to introduce a promised bonus scheme .	[]	[]	[]	set()	[]	[]	[]	[]	[]
German Jan-August coffee imports detailed .	[]	[]	[]	set()	[]	[]	[]	[]	[]
HAMBURG 1996-12-06	[]	[]	['HAMBURG']	set()	[]	[]	[]	[]	[]
German net green coffee imports from outside the EU totalled 7.73 million bags in January-August compared with 7.66 million in the year-ago period , the DKV coffee association said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Imports of 1.04 million bags in August were down from 1.08 million in August 1995 but up from 992,860 bags in July 1996 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Colombia shipped 198,226 bags in August after 164,185 in July , El Salvador 160,553 ( 129,184 ) , Indonesia 72,218 ( 78,959 ) , Ethiopia 69,252 ( 60,456 ) and Kenya 63,969 ( 60,043 ) .	[]	['kenya']	[]	['indonesia', 'kenya']	[]	[]	['El']	[]	[]
Brazil was in seventh position with 54,333 bags ( 29,055 ) .	[]	[]	[]	set()	[]	[]	[]	[]	[]
#NAME?	[]	[]	[]	set()	[]	[]	[]	[]	[]
Munich Re says to split stock .	[]	[]	[]	set()	[]	[]	['Munich', 'Re']	[]	[]
MUNICH , Germany 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
Muenchener Rueckversicherungs AG , the world 's largest reinsurer , said on Friday it expected to switch its shares to a lower par value by September 1997 at the earliest .	[]	[]	[]	set()	[]	[]	['Rueckversicherungs']	[]	[]
The group , known as Munich Re , plans to seek approval for the move at its shareholders ' meeting today .	[]	[]	[]	set()	[]	[]	['Munich', 'Re']	[]	[]
The company said the switch would probably become effective in September .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The planned 10-for-one stock split would reduce the par value of Munich Re 's shares to five marks from 50 , causing their price to drop to around one tenth of the present value .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Munich Re 's registered shares , part of the blue-chip DAX index , were trading at 3,710 marks on Friday .	[]	[]	[]	set()	[]	[]	['Munich']	[]	[]
-- Frankfurt Newsroom , +49 69 756525	[]	[]	[]	set()	[]	[]	['Frankfurt']	[]	[]
EU experts postpone talks on rice area aid .	[]	[]	[]	set()	[]	[]	[]	[]	[]
BRUSSELS 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
European Union rice experts on Thursday postponed discussion on area aid payments to rice producers because the documents were not available in all the EU languages , an EU offcial said on Friday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" The discussion in the experts group had to be postponed because the documents needed to be translated into the official languages and the item will be on next week 's agenda , "" the offcial said ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
European rice producers are due to get compensatory area aid payments similar to those paid to cereal producers because of cuts in intervention prices .	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- Brussels Newsroom 32 2 287 6800	[]	[]	[]	set()	[]	[]	['Brussels']	[]	[]
Frankfurt dollar fix 1.5338 marks .	[]	[]	[]	set()	[]	[]	['Frankfurt']	[]	[]
FRANKFURT 1996-12-06	[]	[]	['FRANKFURT']	set()	[]	[]	[]	[]	[]
The dollar was fixed at 1.5338 marks in Frankfurt on Friday , after 1.5607 marks on Thursday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
There was no Bundesbank intervention .	[]	[]	[]	set()	[]	[]	[]	[]	[]
John Lewis UK store sales up 4.5 % in week .	[]	[]	['John Lewis']	set()	[]	[]	['John', 'Lewis']	['John', 'Lewis']	[]
LONDON 1996-12-06	[]	[]	[]	['london']	[]	[]	[]	[]	[]
The John Lewis Partnership said its UK department store sales rose 4.5 percent in the week to November 30 compared with the same week a year earlier .	['John', 'Lewis']	['uk']	[]	['rose']	[]	[]	['John', 'Lewis']	['John', 'Lewis']	['Lewis', 'lewis']
In the 18 weeks to November 30 , sales were up 13.6 percent year-on-year .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Total sales , including the Waitrose supermarket chain , rose 5.8 percent in the week and were up 11.4 percent in the 18-week period .	[]	[]	[]	['rose']	[]	[]	[]	[]	['rose']
-- Rosemary Bennett , London Newsroom 44 171 542 2774	['Rosemary', 'Bennett']	['bennett', 'rosemary']	['Rosemary Bennett']	['rosemary', 'london']	['Rosemary', 'Bennett']	['-- rosemary bennett']	[]	['Rosemary', 'Bennett']	['Rosemary', 'rosemary']
Timah at 15.625 in London at 0931 GMT .	[]	[]	['Timah']	['london']	['Timah']	[]	['GMT']	[]	['timah']
LONDON 1996-12-06	[]	[]	[]	['london']	[]	[]	[]	[]	[]
PT Tambang Timah was traded at $ 15.625 per GDR in London on Friday at around 0931 GMT .	[]	[]	[]	['london']	[]	[]	[]	['Tambang']	[]
It recorded a low of $ 15.625 and a high of $ 15.725 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Its previous close on Thursday was $ 15.80 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
One Global Depository Receipt represents 10 common shares .	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- Jakarta newsroom +6221 384-6364	[]	[]	[]	set()	[]	[]	['Jakarta']	[]	[]
"British "" Euro-sceptic "" says Clarke should resign ."	['Clarke']	['clarke']	['Clarke']	set()	['Clarke']	['clarke']	['Clarke']	['Clarke']	['Clarke', 'clarke']
LONDON 1996-12-06	[]	[]	[]	['london']	[]	[]	[]	[]	[]
"A "" Euro-sceptic "" member of the ruling Conservative party said on Thursday British finance minister Kenneth Clarke had to resign to prevent the party disintegrating over the issue of a single European currency ."	['Kenneth', 'Clarke']	['clarke']	['Kenneth Clarke']	set()	['Kenneth', 'Clarke']	['kenneth clarke']	['Conservative', 'Kenneth']	['Kenneth', 'Clarke']	['Kenneth', 'kenneth']
Member of Parliament Tony Marlow said the resignation of the chancellor of the exchequer was the only way to make the Conservatives electable in a general election which must take place by May next year .	['Tony', 'Marlow']	['marlow']	['Tony Marlow']	['may']	['Tony', 'Marlow']	['tony marlow']	['Tony']	['Tony', 'Marlow']	['Marlow', 'Tony', 'tony', 'marlow']
""" We have a divided and split Cabinet ."	[]	[]	[]	set()	[]	[]	['Cabinet']	[]	[]
"This cannot endure , "" Marlow told BBC television 's Newsnight programme on Thursday . """	['Marlow']	['marlow']	['Marlow']	set()	['Marlow']	['marlow']	['Marlow']	['Marlow']	['Marlow', 'marlow']
It is not sustainable .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Kenneth Clarke has to go .	['Kenneth', 'Clarke']	['clarke']	['Kenneth Clarke']	set()	['Kenneth', 'Clarke']	['kenneth clarke']	[]	['Kenneth', 'Clarke']	['Kenneth', 'kenneth']
"If he does n't resign , the prime minister has got to fire him . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
"Marlow 's comment come on the heels of speculation that Clarke had threatened to resign if the government changed its "" wait and see "" policy on a single currency and declared it would not sign up for the currency in the next Parliament ."	['Marlow', 'Clarke']	['marlow', 'clarke']	['Marlow', 'Clarke']	set()	['Marlow', 'Clarke']	['marlow', 'clarke']	[]	['Marlow', 'Clarke']	['Marlow', 'marlow']
Clarke denied on Thursday he had threatened to resign and said his position on the single currency was in tune with that of Prime Minister John Major .	['Clarke', 'John', 'Major']	['clarke']	['Clarke', 'John Major']	set()	['Clarke', 'John', 'Major']	['clarke', 'john major']	['John', 'Major']	['Clarke', 'John', 'Major']	['Clarke', 'John', 'clarke', 'john']
Major told parliament on Thursday he would keep his options open on single-currency membership .	['Major']	[]	['Major']	set()	['Major']	[]	[]	['Major']	['Major', 'major']
His statement was interpreted as a significant victory for Clarke and fellow pro-European Michael Heseltine , deputy prime minister .	['Clarke', 'Michael', 'Heseltine']	['victory', 'clarke']	['Clarke', 'Michael Heseltine']	set()	['Clarke', 'Michael', 'Heseltine']	['clarke', 'michael heseltine']	['Heseltine']	['Clarke', 'Michael', 'Heseltine']	['Clarke', 'Michael', 'Heseltine', 'clarke', 'michael', 'heseltine']
Pro-European Conservative MP Edwina Currie told the BBC that if Clarke resigned , other ministers would go with him .	['Edwina', 'Currie', 'Clarke']	['clarke']	['Edwina', 'Currie', 'Clarke']	['edwina']	['Edwina', 'Currie', 'Clarke']	['edwina currie', 'clarke']	['Edwina', 'Currie']	['Edwina', 'Currie', 'Clarke']	['Currie', 'Edwina', 'edwina', 'currie']
Court ejects head of Australian child-sex inquiry .	[]	[]	[]	set()	[]	[]	[]	[]	[]
CANBERRA 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
The Australian opposition on Friday demanded a high-powered investigation into paedophilia in the Australian diplomatic service after the federal court forced the head of the existing inquiry to stand aside .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The court said inquiry head Chris Hunt might be biased , since he privately told a newspaper he had turned up no major evidence of paedophile activity , even though he still had months ' of investigation before him .	['Chris', 'Hunt']	['chris']	['Chris', 'Hunt']	set()	['Chris', 'Hunt']	['chris hunt']	['Chris', 'Hunt']	['Chris', 'Hunt']	['Chris', 'chris']
""" Today we are left with a ruinous wreck beyond salvage and a continuing pall of doubt and suspicion hanging over our diplomatic service , "" opposition foreign affairs spokesman Laurie Brereton said ."	['Laurie', 'Brereton']	['laurie']	['Laurie Brereton']	['laurie']	['Laurie', 'Brereton']	['laurie brereton']	['Brereton']	['Laurie', 'Brereton']	['Brereton', 'Laurie', 'laurie', 'brereton']
But the government responded by pressing ahead with the original inquiry , established in May , appointing a new head to lead it .	[]	[]	[]	['may']	[]	[]	[]	[]	[]
Critics say that if there were many paedophiles in senior posts in the Foreign Affairs Department then a secret inquiry would be open to internal influence and would become a public service whitewash .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Accordingly , they demand an open investigation .	[]	[]	[]	set()	[]	[]	[]	[]	[]
A spokesman for Foreign Affairs Minister Alexander Downer said the appointment of a new inquiry head , administrative law expert Pamela O'Neil , showed the government 's commitment to pursue the matter .	"['Alexander', 'Downer', 'Pamela', ""O'Neil""]"	['pamela']	"['Alexander Downer', ""Pamela O'Neil""]"	['pamela']	"['Alexander', 'Downer', 'Pamela', 'O', ""'"", 'Neil']"	"['alexander downer', ""pamela o'neil""]"	['Alexander', 'Downer']	"['Alexander', 'Downer', 'Pamela', ""O'Neil""]"	"['Downer', 'Pamela', 'Alexander', 'alexander', 'downer', 'pamela', 'o', ""'""]"
A report is due in May next year .	[]	[]	[]	['may']	[]	[]	['A']	[]	[]
One Australian diplomat has been prosecuted this year for having sex with a Cambodian boy under 16 but was acquitted .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Police have investigated others .	[]	[]	[]	set()	[]	[]	[]	[]	[]
A newspaper reported allegations in April that diplomats had directed Australian government aid to certain foreign orphanages to secure sex with children .	[]	[]	[]	['april']	[]	[]	[]	[]	[]
Australian hitman killed wrong victim .	[]	[]	[]	set()	[]	[]	[]	[]	[]
SYDNEY 1996-12-06	[]	['sydney']	[]	['sydney']	[]	[]	[]	[]	[]
An Australian hitman who went to the wrong house and killed the wrong man was sentenced to 20 years jail on Friday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Paul Crofts , 33 , and an accomplice were contracted to shoot a man , identified only as Tony , in the leg to punish him for his misconduct with a female friend of the contractor , the New South Wales Supreme Court was told .	['Paul', 'Crofts', 'Tony']	['paul']	['Paul Crofts', 'Tony']	set()	['Paul', 'Crofts', 'Tony']	['paul crofts', 'tony']	['Paul', 'Crofts']	['Paul', 'Crofts', 'Tony']	['Paul', 'Crofts', 'paul', 'crofts']
"But in February 1993 Leszic Betcher , was shot and killed after answering a knock at the door of his Sydney home . """	['Leszic', 'Betcher']	['sydney']	['Leszic Betcher']	['sydney']	['Leszic', 'Betcher']	['leszic betcher']	['Leszic']	['Leszic', 'Betcher']	['Betcher', 'Leszic', 'leszic', 'betcher']
"The inference from all the material is that the marauders had come to the wrong house , "" Judge Michael Grove said ."	['Michael', 'Grove']	[]	['Michael Grove']	set()	['Michael', 'Grove']	['michael grove']	['Judge', 'Michael', 'Grove']	['Michael', 'Grove']	['Michael', 'michael']
"In sentencing Crofts , who pleaded guilty , Grove took into account his "" mildly retarded "" intellectual state , which placed him in the lowest two percent of the population ."	['Crofts', 'Grove']	[]	['Crofts', 'Grove']	set()	['Crofts', 'Grove']	['crofts', 'grove']	['Crofts', 'Grove']	['Crofts', 'Grove']	['Crofts', 'crofts']
"Grove said Betcher was "" not only the victim of a horrendous crime , but his death was brought about in circumstances of an equally ghastly error on the part of the prisoner and his accomplices "" ."	['Grove', 'Betcher']	[]	['Grove', 'Betcher']	set()	['Grove', 'Betcher']	['grove', 'betcher']	[]	['Grove', 'Betcher']	['Betcher', 'Grove', 'grove', 'betcher']
The unnamed accomplice was earlier sentenced to 20 years in prison .	[]	[]	[]	set()	[]	[]	[]	[]	[]
NZ 's Bolger says Nats to meet NZ First on Sunday .	['Bolger', 'Nats']	[]	['Bolger']	set()	['Bolger']	['bolger', 'nats']	['Nats', 'NZ']	['Bolger', 'Nats']	['Nats', 'Bolger', 'bolger', 'nats']
WELLINGTON 1996-12-06	[]	[]	['WELLINGTON']	set()	[]	[]	[]	[]	[]
New Zealand Prime Minister Jim Bolger , emerging from coalition talks with the nationalist New Zealand First party on Friday afternoon , said National and NZ First would meet again on Sunday .	['Jim', 'Bolger']	[]	['Jim Bolger']	set()	['Jim', 'Bolger']	['jim bolger']	['Jim', 'Bolger', 'New']	['Jim', 'Bolger']	['Bolger', 'Jim', 'jim', 'bolger']
Bolger said he expected a government to be formed by Thursday .	['Bolger']	[]	['Bolger']	set()	['Bolger']	['bolger']	[]	['Bolger']	['Bolger', 'bolger']
NZ 's Peters says Nat , Lab talks at similar stage .	['Peters', 'Nat', 'Lab']	[]	['Peters', 'Nat']	set()	['Peters']	['peters']	['Lab']	['Peters', 'Nat', 'Lab']	['Peters', 'peters']
WELLINGTON 1996-12-06	[]	[]	['WELLINGTON']	set()	[]	[]	[]	[]	[]
New Zealand First leader Winston Peters on Friday said coalition talks with the National and Labour parties were at a similar level of completion .	['Winston', 'Peters']	[]	['Winston Peters']	set()	['Winston', 'Peters']	['winston peters']	[]	['Winston', 'Peters']	['Winston', 'winston']
Peters left a meeting between NZ First and National negotiators to spend 20 minutes speaking to Labour leader Helen Clark .	['Peters', 'Helen', 'Clark']	['helen']	['Peters', 'Helen Clark']	['helen']	['Peters', 'Helen', 'Clark']	['peters', 'helen clark']	[]	['Peters', 'Helen', 'Clark']	['Helen', 'Peters', 'peters', 'helen']
He told Reuters he had needed to speak to her before she left Wellington later on Friday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"Peters said the talks with Labour and National had reached "" about the same level of completion , and that 's good "" ."	['Peters']	[]	['Peters']	set()	['Peters']	['peters']	[]	['Peters']	['Peters', 'peters']
RTRS - Australian MP John Langmore formally resigns .	['John', 'Langmore']	[]	['John Langmore']	set()	['John', 'Langmore']	['john langmore']	['John', 'Langmore']	['John', 'Langmore']	['John', 'Langmore', 'john', 'langmore']
CANBERRA 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
Australian parliamentarian John Langmore has formally resigned from his lower house seat , the office of House of Representatives speaker Bob Halverson said on Friday .	['John', 'Langmore', 'Bob', 'Halverson']	[]	['John Langmore', 'Bob Halverson']	set()	['John', 'Langmore', 'Bob', 'Halverson']	['john langmore', 'bob halverson']	['John', 'Langmore']	['John', 'Langmore', 'Bob', 'Halverson']	['John', 'Halverson', 'Langmore', 'Bob', 'john', 'langmore', 'bob', 'halverson']
""" Halverson announced that he had received today from Mr John Vance Langmore , a letter resigning his place as member of the House of Representatives for the electoral division of Fraser in the Australian Capital Territory , "" his office said in a statement ."	['Halverson', 'John', 'Vance', 'Langmore', 'Fraser']	[]	['Halverson', 'John Vance Langmore']	set()	['Halverson', 'John', 'Vance', 'Langmore']	['halverson', 'john vance langmore']	['Mr', 'John', 'Vance', 'Langmore']	['Halverson', 'John', 'Vance', 'Langmore']	['Vance', 'John', 'Langmore', 'Halverson', 'halverson', 'john', 'vance', 'langmore']
Halverson was considering possible dates for the by-election , his office said .	['Halverson']	[]	['Halverson']	set()	['Halverson']	['halverson']	[]	['Halverson']	['Halverson', 'halverson']
Langmore , 57 , announced in November that he intended to resign from parliament to take up a position as Australia 's senior representative at the United Nations headquarters in New York .	['Langmore']	[]	['Langmore']	set()	['Langmore']	['langmore']	[]	['Langmore']	['Langmore', 'langmore']
He played an active role at the U.N. social development conference in Copenhagen last year and has co-authored articles with U.N. development programme officer Inge Kaul .	['Inge', 'Kaul']	[]	['Inge Kaul']	['inge']	['Ingeul', 'Kaul']	['inge kaul']	['Kaul']	['Inge', 'Kaul']	['Kaul', 'Inge', 'inge', 'kaul']
Langmore , a persistent campaigner for interventionist economic policy , has been Labor member for Fraser since 1984 .	['Langmore', 'Fraser']	[]	['Langmore', 'Fraser']	set()	['Langmore']	['langmore', 'fraser']	['Fraser']	['Langmore']	['Langmore', 'langmore']
He was senior private secretary to the employment and industrial relations minister from 1983 to 1984 and was economic advisor to then treasurer Paul Keating in 1983 .	['Paul', 'Keating']	['paul']	['Paul Keating']	set()	['Paul', 'Keating']	['paul keating']	['Paul', 'Keating']	['Paul', 'Keating']	['Paul', 'Keating', 'paul', 'keating']
His previous posts include assistant director of the national planning office of Papua New Guinea from 1969 to 1973 .	[]	[]	[]	set()	[]	[]	['New']	[]	[]
-- Canberra Bureau 61-6 273-2730	[]	[]	[]	set()	[]	[]	['Bureau']	[]	[]
Burmese students march out of campus again .	[]	[]	[]	set()	[]	[]	[]	[]	[]
RANGOON 1996-12-06	[]	[]	['RANGOON']	set()	[]	[]	[]	[]	[]
A group of Burmese students on Friday marched out of the Yangon Institute of Technology ( YIT ) in the northern outskirts of Rangoon and moved toward the University of Yangon about six km ( four miles ) away , witnesses said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The witnesses could not give exact numbers of those taking part in the march or any other details immediately .	[]	[]	[]	set()	[]	[]	[]	[]	[]
On Monday and Tuesday , students from the YIT and the university launched street protests against what they called unfair handling by police of a brawl between some of their colleagues and restaurant owners in October .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The protests culminated at dawn on Tuesday with several hundred of the student protesters being detained briefly by police near the central Shwe Dagon pagoda in Rangoon .	[]	[]	[]	['dawn']	[]	[]	[]	[]	[]
They were later released .	[]	[]	[]	set()	[]	[]	[]	[]	[]
On Friday , some students told Reuters that they were still dissatisfied with the ruling State Law and Order Restoration Council 's ( SLORC ) handling of their demands .	[]	[]	[]	set()	[]	[]	[]	[]	[]
They said they wanted to organise independent unions on university campuses and demanded that details of the punishment of policemen who allegedly manhandled some students at the October brawl be published in newspapers .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Thai rice vessels loading and movements at Dec 06 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
BANGKOK 1996-11-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
The Thai Commerce Ministry detailed rice loading at Thai ports as follows ( in tonnes ) :	[]	[]	[]	set()	[]	[]	[]	[]	[]
Vessel Date of Arrival Quantity Destination	[]	[]	[]	set()	[]	[]	[]	[]	[]
Iran Sabr 19/11/96 9,000 Iran	[]	[]	['Iran Sabr']	set()	[]	[]	[]	[]	['sabr']
Princess of Loine 19/11/96 10,000 Philippines	[]	[]	['Princess of Loine']	['princess']	[]	[]	[]	[]	['ine']
Deligst 20/11/96 5,500 Indonesia	[]	[]	[]	['indonesia']	[]	[]	[]	[]	[]
Seagramd ace 20/11/96 5,000 Japan	[]	['ace']	[]	set()	[]	[]	[]	[]	['sea']
Lucky Emdldm 20/11/96 5,000 Japan	[]	[]	['Lucky Emdldm']	['lucky']	[]	['lucky emdldm']	[]	[]	['lucky', 'emdldm']
Algoa Day 21/11/96 6,000 Africa	[]	[]	['Algoa Day']	set()	[]	[]	[]	[]	[]
Sangthai Glory 22/11/96 3,000 Singapore	[]	['glory']	['Sangthai Glory']	['glory']	[]	[]	[]	[]	['sangthai']
Myos Yang 5 22/11/96 4,000 Indonesia	[]	['yang']	['Myos Yang']	['indonesia']	['Myos', 'Yang']	['myos yang']	[]	['Myos', 'Yang']	['myos']
Budisuryana 22/11/96 3,800 Malaysia	[]	['malaysia']	['Budisuryana']	set()	[]	['budisuryana 22/11/96']	['Budisuryana', 'Malaysia']	[]	[]
King Ace 22/11/96 5,000 Japan	[]	['ace']	[]	set()	[]	[]	[]	[]	['king']
Tong Shun 25/11/96 3,000 Vietnam	[]	[]	['Tong Shun']	set()	[]	[]	['Tong', 'Shun']	[]	['tong', 'shun']
But 2 27/11/96 5,000 Burma	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- Bangkok newsroom ( 662 ) 652-0642	[]	[]	[]	set()	[]	[]	[]	[]	[]
Chinese girl nearly dies from cigarette smoke .	[]	[]	[]	set()	[]	[]	[]	[]	[]
SHANGHAI 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
A five-year-old girl in the east China city of Tianjin choked and almost died from cigarette smoke at her grandfather 's birthday with relatives smoking for hours in a small room , the Wen Hui Bao newspaper said on Friday .	[]	['bao']	[]	['china']	[]	[]	['Bao']	['Wen', 'Hui', 'Bao']	['wen', 'hui', 'bao']
The newspaper said the girl was rushed to hospital and found to be having extreme difficulty breathing .	[]	[]	[]	set()	[]	[]	[]	[]	[]
It said eight of the people at the party , including the girl 's father , immediately announced they would give up smoking .	[]	[]	[]	set()	[]	[]	[]	[]	[]
South Korean won closes down on import settlements .	[]	[]	[]	set()	[]	[]	[]	[]	[]
SEOUL 1996-12-06	[]	[]	['SEOUL']	set()	[]	[]	[]	[]	[]
The won slid against the U.S. unit on Friday as players prepared for Monday 's import settlement needs , traders said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The won ended at 831.00 , slightly down from an opening of 830.60 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
It ranged between 830.20 and 831.40 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" A sale of about $ 60 million by Hyundai Heavy pushed the dollar down earlier in the day , but Monday 's import needs helped it recover , "" said a Koram Bank dealer ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
Dealers said the dollar / yen 's movement on the world market would continue to set the trend for the dollar / won next week .	[]	['yen']	[]	set()	[]	[]	[]	[]	[]
Foreign planes to land in China 's popular Guilin .	[]	[]	[]	['china']	[]	[]	['Foreign', 'Guilin']	[]	[]
BEIJING 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
China 's tourist spot of Guilin in the southern region of Guangxi will open its airport to foreign aircraft , the Xinhua news agency said on Friday .	[]	[]	[]	['china']	[]	[]	['Guilin']	[]	[]
An assessment group made up of the State Council 's Port Office , the Civil Aviation Administration of China , the General Administration of Customs and other authorities had granted the airport permission to handle foreign aircraft , Xinhua said .	[]	[]	[]	['china']	[]	[]	['Council', 'Xinhua']	['Xinhua']	[]
""" The move is expected to give a shot in the arm to the economic expansion of Guangxi and southwest China as a whole , "" the agency said but gave no further details ."	[]	[]	[]	['china']	[]	[]	[]	[]	[]
Guilin is well known for its mountain and river scenery and is one of China 's most popular tourist destinations .	[]	['river']	[]	['china']	[]	[]	['Guilin']	[]	[]
EPA says economic assessment unchanged by GDP data .	[]	[]	[]	set()	[]	[]	[]	[]	[]
TOKYO 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
Japan 's Economic Planning Agency has not changed its view that the economy is gradually recovering , despite relatively weak gross domestic product figures released on Tuesday , EPA Vice Minister Shimpei Nukaya told reporters on Friday .	['Shimpei', 'Nukaya']	[]	['Shimpei Nukaya']	set()	['Shimpei', 'Nukaya']	['shimpei nukaya']	['Shimpei', 'Nukaya']	['Shimpei', 'Nukaya']	['Nukaya', 'Shimpei', 'shimpei', 'nukaya']
He said the GDP growth was weak but that this reflected the economy between July and September and did not take into account more recent data .	[]	[]	[]	set()	[]	[]	[]	[]	[]
When asked about the outlook for the fiscal year beginning in April , Nukaya said the economy may slow down in the early part of the fiscal year due to a planned consumption tax hike , but that would be only temporary .	['Nukaya']	[]	[]	['april', 'may']	['Nukaya']	['nukaya']	['Nukaya']	['Nukaya']	['Nukaya', 'nukaya']
The consumption tax will be raised to five percent from three percent from April 1 .	[]	[]	[]	['april']	[]	[]	[]	[]	[]
Sangetsu - 96/97 parent forecast .	[]	[]	[]	set()	[]	[]	[]	[]	['sangetsu']
TOKYO 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
Year to March 31 , 1997	[]	[]	[]	set()	[]	[]	[]	[]	[]
( in billions of yen unless specified )	[]	['yen']	[]	set()	[]	[]	[]	[]	[]
LATEST ACTUAL	[]	[]	[]	set()	[]	[]	[]	[]	[]
( Parent ) FORECAST YEAR-AGO	[]	[]	[]	set()	[]	[]	['Parent', 'FORECAST', 'AGO']	[]	[]
