description	true_names
- Black market booms in the shadow of state-run supermarkets . 	[]
- Parliament completes draft law on protection of river waters in Iraq . 	[]
QADISSIYA 	[]
- Iraq denounces violation of airspace by U.S. warplanes . 	[]
IRAQ 	[]
- Editorial lambasts Jalal Talabani leader of a Kurdish rebel faction in the north for liaising with Iran in its fight against rivals . 	['Jalal', 'Talabani']
BABEL 	[]
- Blaming Iraq for riots in Jordan is a dirty game . 	[]
"Clinton campaign busy making "" news "" . "	['Clinton']
Laurence McQuillan 	['Laurence', 'McQuillan']
WASHINGTON 1996-08-24 	[]
"President Bill Clinton has served notice he intends to be busy "" making news "" -- or at least doing things that look and sound like it in a campaign year . "	['Bill', 'Clinton']
With Democrats gathering in Chicago to start a convention on Monday to nominate him for a second term as president Clinton plans a steady parade of events designed to highlight his leadership and dim the glow of the just-concluded Republican conclave that gave a boost to rival Bob Dole . 	['Clinton', 'Bob', 'Dole']
"After a week of carefully orchestrated events signing into law bills passed by the Republican-controlled Congress Clinton used his Saturday radio address to the nation to proudly "" announce "" a development in the war on crime . "	['Clinton']
""" Sixty days ago I directed the attorney general to draw up a plan for a national registry of sex offenders "" Clinton said . "" "	['Clinton']
"That plan has now reached my desk . "" "	[]
""" Today I am pleased to announce that we are following through on our commitment to keep track of these criminals not just in a single state but wherever they go "" he said . "	[]
Actually creation of such a registry was underway without Clinton lifting a finger . 	['Clinton']
Attorney General Janet Reno 's report -- all nine pages of it including footnotes -- offers only the interim services of the FBI until a formal registry on sex offenders has been established . 	['Janet', 'Reno']
Two months ago Clinton announced he wanted an interim effort established . 	['Clinton']
Now 60 days later he had a chance to talk about it again . 	[]
It is an example of Clinton 's strategic planning as he heads into the stretch drive for the Nov. 5 presidential election . 	['Clinton']
Such things do not happen by chance in the Clinton White House they are part of his political chess game . 	['Clinton']
In the past week Clinton signed into law an increase in the minimium wage a bill that makes it easier for someone with a pre-existing health problem to change jobs and sweeping changes overhauling the nation 's welfare system . 	['Clinton']
""" America can look back on a week of remarkable achievement "" Clinton said without even a passing reference to the Republican majority in the House and Senate . "	['Clinton']
""" America is on the right track offering more opportunity demanding more responsibility building a stronger community the sense of shared values and stronger families "" he said in striking the theme of his coming week . "	[]
"According to a senior campaign official Clinton "" will be making a lot of news in the coming week -- something different each day . "" "	['Clinton']
Clinton departs on Sunday on a four-day train trip through West Virginia Kentucky Ohio Michigan and Indiana while fellow Democrats are gathered in Chicago . 	['Clinton']
""" He 'll make news during the day ... and then at night the attention will go to the convention "" said the campaign official . "" "	[]
"We think it 'll work really well . "" "	[]
"Although officials decline to say just what each day 's "" news "" will be the intent is to put a focus on Clinton himself and not just those attending the party 's convention . "	['Clinton']
Each day of the trip will have a late start so that network television correspondents will be able to do live reports for morning programmes . 	[]
"Campaign officials then hope the day 's "" news "" event will be showcased on evening television news shows as a lead-in for that night 's convention programme . "	[]
""" We 'll be concentrating ... on supporting the president as he is on the trip and making significant public policy statements related to some of his plans for the future "" said White House Press Secretary Mike McCurry . "	['Mike', 'McCurry']
"McCurry said that when Clinton delivers his acceptance address on Thursday night to fellow Democrats and a national television audience he will "" set out a road map "" for the nation 's future -- one the president hopes guides him back to the White House for four more years . "	['McCurry', 'Clinton']
Hurricane expected to veer north of Caribbean . 	[]
MIAMI 1996-08-24 	[]
Hurricane Edouard grew stronger on Saturday as it swirled across the Atlantic Ocean but forecasters at the National Hurricane Center said the storm would likely swing north and miss the Caribbean . 	[]
""" Edouard is getting stronger and stronger and it already has winds of 105 mph ( 185 kph ) "" said hurricane forecaster Lixion Avila . "	['Lixion', 'Avila']
""" But the good news is that all our computer models indicate Edouard is going to turn to the west-northwest on Sunday and miss the islands "" he added . "	[]
At 11 a.m. EDT ( 1500 GMT ) Edouard was miles east of the Lesser Antilles and moving west at 14 mph ( 25 kph ) . 	[]
Its exact position was latitude 14.5 north longitude 44.2 west . 	[]
France hands suspected ETA member to Spain . 	[]
PARIS 1996-08-24 	[]
France on Saturday handed a suspected member of the Basque separatist group ETA to Spanish authorities French Interior Ministry officials said . 	[]
Ignacio Olascoaga Mugica who had just ended a prison sentence in France is suspected of having taken part in several guerrilla attacks in Spain . 	['Ignacio', 'Olascoaga', 'Mugica']
ETA ( Basque Homeland and Freedom ) has killed about 800 people in its campaign for an independent Basque state since the 1960s . 	[]
German troops to remain in Bosnia for 1997--Ruehe . 	[]
BONN 1996-08-24 	[]
Defence Minister Volker Ruehe said that German troops would stay on in Bosnia next year as part of an international force to ensure the establishment of peace a newspaper reported on Saturday . 	['Volker', 'Ruehe']
The current NATO-led peace force ( IFOR ) in Bosnia is due to return home at the end of the year . 	[]
"But Ruehe told Bild am Sonntag in an interview that a "" new and different mandate "" for the troops would be agreed on for next year after the current mandate expires in December . "	['Ruehe']
""" After the ( Bosnian ) elections ( on September 14 ) the troops will start being reduced from the beginning of October from to about . "	[]
"A completely new and different mandate will be agreed for next year "" Ruehe said . "	['Ruehe']
""" The defence ministers will begin negotiations for this at the beginning of September at a NATO meeting "" he told the newspaper in an interview excerpts of which were released ahead of publication on Sunday . "	[]
""" But we must avoid giving the impression this peace deployment in former Yugoslavia is being perceived in the long run as an occupation . "	[]
"On the other hand we must prevent any return of war and massacres "" he said . "	[]
Italian comics hope independence-joke 's on Bossi . 	['Bossi']
ORVIETO Italy 1996-08-24 	[]
A group of Italian comics hope the joke will be on separatist leader Umberto Bossi next month when they lead the ancient Etruscan town of Orvieto in a mock split from Rome . 	['Umberto', 'Bossi']
"Orvieto mayor Stefano Cimicchi said the comics including popular actor Roberto Benigni would declare Orvieto "" capital of Etruria "" on September 15 -- the day Bossi plans a march across the north in favour of independence from Rome . "	['Stefano', 'Cimicchi', 'Roberto', 'Benigni', 'Bossi']
""" We will then proceed with the annexation of Sardinia Corsica and Cyprus "" Cimicchi told reporters on Saturday . "	['Cimicchi']
"He said the city council would be "" ironically present "" when the comics made their proclamation on the same day Bossi has threatened to declare the birth of Padania the name he has given to northern Italy . "	['Bossi']
Orvieto located in Umbria between Rome and Florence was once the capital of Etruria an ancient federation of 12 Etruscan towns . 	[]
""" We want to pop some air out of this balloon of tension that has been blown up around September 15 "" Cimicchi said . "	['Cimicchi']
""" We want to help turn down the rhetoric in a country that borders former Yugoslavia yet in which people are still talking about secession "" he added . "	[]
Bossi has intensified his separatist rhetoric since his Northern League party 's good showing in last April 's general election when it took 10 percent of the vote nationally . 	['Bossi']
He has recently dropped a drive for federalism saying secession from Rome 's wasteful and centralised bureaucracy is the only solution for northerners . 	[]
Italian farmer says he mutilated four women . 	[]
VERONA Italy 1996-08-24 	[]
An Italian farmer accused of multiple homocide has confessed to mutilating the bodies of four women after having sex with them the Italian news agency ANSA reported on Saturday . 	[]
It quoted the lawyer of Gianfranco Stevanin as saying the 35-year-old farmer confessed on Friday to a Verona magistrate that he had killed and mutilated the women . 	['Gianfranco', 'Stevanin']
"ANSA said Stevanin was unable to recall how he had killed the women remembering only that he had found them "" lifeless in his arms "" after having sadmasochistic sex with them . "	['Stevanin']
Stevanin arrested in 1994 and jailed for three years for assaulting an Austrian prostitute is accused of murdering five women three of whose bodies were found near his villa outside Verona between July and December 1995 . 	['Stevanin', 'Verona']
Two of the corpses were identified but not the third found headless and decomposed in a sack in a nearby canal . 	[]
Lawyer Cesare dal Maso told ANSA that Stevanin confessed to beheading and dumping the body of a fourth woman in the nearby Adige river . 	['Cesare', 'dal', 'Maso', 'Stevanin']
"Dal Maso declined to comment on the alleged fifth murder saying only that "" the interrogations are not over yet "" with investigators . "	['Dal', 'Maso']
It said investigators believed Stevanin had suffocated them by putting plastic bags on their heads . 	['Stevanin']
Stevanin was first sentenced for assault but investigators began digging in the garden of his villa after the first body was found by a passer-by . 	['Stevanin']
Belgium asks how paedophile suspect eluded police . 	[]
Jeremy Lovell 	['Jeremy', 'Lovell']
BRUSSELS 1996-08-24 	[]
Belgian police searched two more houses on Saturday for bodies in a child-sex scandal of murder kidnapping and pornography that has sent a shockwave of revulsion throughout Europe . 	[]
Recriminations built up over how the scandal 's central figure convicted child rapist Marc Dutroux managed to prey on children unhindered for so long . 	['Marc', 'Dutroux']
In just over a week two young girls have been found dead from starvation two have been freed from a dungeon-like secret compartment and an international hunt has started for at least two others . 	[]
On Saturday investigators with dogs trained to find bodies searched one house at Ransart and one at Mont-sur-Marchienne -- both suburbs of the southern city of Charleroi . 	[]
Both houses are owned by Dutroux . 	['Dutroux']
Belgian media speculated that Dutroux charged with abduction and illegal imprisonment of children must have had high level protection to molest youngsters . 	['Dutroux']
"They put forward no proof to support the speculation but seized on a comment by chief prosecutor Michel Bourlet on Belgian television on Friday night that he would chase down everyone involved in the case "" if I am allowed to "" . "	['Michel', 'Bourlet']
Bourlet said between 300 and 400 paedophile porn video tapes had been seized some of which featured Dutroux . 	['Bourlet', 'Dutroux']
Dutroux was charged a week ago after police rescued two young girls from a concrete dungeon in the basement of one of the six houses he owns in and around Charleroi . 	['Dutroux']
Just a day later the national euphoria at the rescue turned to disgust as Dutroux led police to the bodies of two eight-year-old girls in another of his houses . 	['Dutroux']
Julie Lejeune and Melissa Russo had been kidnapped in June last year . 	['Julie', 'Lejeune', 'Melissa', 'Russo']
Dutroux said they starved to death nine months later . 	['Dutroux']
He also admitted kidnapping two other girls An Marchal and Eefje Lambrecks a year ago . 	['An', 'Marchal', 'Eefje', 'Lambrecks']
The fate of the girls is unknown but there has been speculation they were sold into prostitution in Slovakia or the Czech Republic where Dutroux was a frequent visitor . 	['Dutroux']
Belgian police have visited Bratislava and will visit Prague . 	[]
Five other people have been arrested including Dutroux 's second wife Michelle Martin charged as an accomplice . 	['Dutroux', 'Michelle', 'Martin']
The others have been charged with abduction and illegal imprisonment of children or are suspected of criminal association . 	[]
Dutch police are also holding a 74-year old Dutchman in connection with the disappearance of An and Eefje although a spokesman said no direct link had yet been established . 	['An', 'Eefje']
At least part of the speculation in the Belgian media of high-level protection for Dutroux and his accomplices is based on leaked documents cataloguing a high degree of police bungling incompetence and indifference . 	['Dutroux']
"Among the revelations are the fact that the gendarmerie was running a surveillance operation codenamed "" Othello "" against Dutroux in 1995 -- when both Julie and Melissa and An and Eefje were kidnapped . "	['Dutroux', 'Julie', 'Melissa', 'An', 'Eefje']
They show that the gendarmes were aware that Dutroux was building cells in some of his houses for holding children yet this information was either not passed on to other police forces searching for the missing girls or was overlooked when it was . 	['Dutroux']
They also show that police investigating a theft visited Dutroux late last year at the house where Julie and Melissa were being held but accepted his word that the children 's cries they could hear came from neighbours . 	['Dutroux', 'Julie', 'Melissa']
Justice Minister Stefaan De Clerck has admitted that mistakes were made and ordered an inquiry at the same time as stressing there were no indications of a cover-up . 	['Stefaan', 'De', 'Clerck']
There is also widespread disbelief that no one appeared to question how Dutroux an unemployed father of three with no visible means of support managed to own six houses . 	['Dutroux']
Death toll of Algeria bomb put at seven-newspaper . 	[]
PARIS 1996-08-24 	[]
An Algerian newspaper on Saturday put at seven -- two women and five children -- the death toll of a bomb blast in a market west of Algiers on Friday . 	[]
Algerian security forces said on Friday three women and two children were killed and five people wounded when a home-made bomb exploded at a market in the coastal town of Bou Haroun 65 km ( 40 miles ) west of Algiers . 	[]
The security forces also said a man carrying an explosive device also died after it went off prematurely . 	[]
El-Watan paper said the blast killed seven -- a mother and her 25-year-old daughter four young boys and a five-year-old girl . 	[]
Several people were also wounded it said . 	[]
The explosion was the latest in series of bomb attacks in Algeria 's four-year-old civil strife . 	[]
The government-appointed watchdog Human Rights National Observatory was quoted this month by local newspapers as saying about civilians have died in bomb attacks blamed on Moslem rebels in the past two years . 	[]
An estimated Algerians and more than 110 foreigners have been killed in violence pitting Moslem rebels against government forces since early 1992 when the authorities cancelled a general election in which radical Islamists had taken a commanding lead . 	[]
Malta police seize cannabis among chilli sauce . 	[]
VALLETTA 1996-08-24 	[]
Police in Malta said on Saturday they had seized 7.5 tonnes of cannabis concealed in a shipment of chilli sauce on its way from Singapore to Romania . 	[]
Police commissioner George Grech said the cannabis was found on Friday packed in 500 boxes hidden behind chilli sauce in a container that arrived at Malta Freeport a week ago . 	['George', 'Grech']
The container was on its way to Romania via the former Yugoslavia from Singapore and was the biggest drugs haul in Malta police said . 	[]
No street value was given for the cannabis . 	[]
Czech coach in fatal crash in Austria . 	[]
VIENNA 1996-08-24 	[]
A Czech coach crashed and burst into flames on a southern Austrian motorway early on Saturday killing one person and injuring 15 police said . 	[]
Austrian television said the coach which was carrying 45 was en route from the Czech Republic to Italy when the accident occurred near Steinberg 200 km southwest of Vienna . 	[]
Most Spaniards back talks with Basque rebels--poll . 	[]
MADRID 1996-08-24 	[]
Most Spaniards would support government talks with the illegal Basque separatist group ETA if the rebels renounced violence permanently a survey published in daily El Mundo on Saturday said . 	[]
While 57 percent of the population supported negotiations with ETA ( Basque Homeland and Freedom ) 30 percent opposed it the survey by the state-controlled Centre for Sociological Studies ( CIS ) found . 	[]
But 80 percent said ETA had shown little interest in achieving peace in the Basque country when it offered a one-week truce in July while continuing to hold prison officer Jose Antonio Ortega Lara kidnapped in January . 	['Jose', 'Antonio', 'Ortega', 'Lara']
The problem of terrorism had neither worsened nor improved since the conservative Popular Party ( PP ) came to power in May according to 56 percent of those questioned while 22 percent said it had worsened . 	[]
The survey questioned people between July 17 and 21 and has a margin of error of plus or minus two percent . 	[]
Thirty killed as floods plunge Lahore into chaos . 	[]
ISLAMABAD 1996-08-24 	[]
At least 30 people have been killed and about 100 injured in the flood-hit Pakistani city of Lahore newspapers reported on Saturday . 	[]
They said 461 mm ( 18 inches ) of rain had drenched the Punjab provincial capital in 36 hours turning streets into rivers knocking out power water and telephone services disrupting air and rail traffic and sweeping away houses and cars . 	[]
Newspapers quoted witnesses as saying they had seen bodies floating in the streets . 	[]
Among the dead were five members of the religious Jamaat-i-Islami party who drowned while trying to remove books from a basement library . 	[]
They said thousands of people had been made homeless after a breach opened in the city canal inundating residential areas . 	[]
Army troops were called in to evacuate residents of low-lying areas to higher ground . 	[]
Officials said the Ravi and Chenab rivers which both flow through Punjab were in high flood and emergency services backed by troops were on full alert . 	[]
Internet Startup funded to develop Java software . 	[]
MOUNTAIN VIEW Calif. 1996-08-25 	[]
A small team of engineers from Sun Microsystems Inc. 's JavaSoft unit said Sunday they have formed a new company dubbed Internet Startup to build Java infrastructure software . 	[]
The fledgling company established in a ground-floor office here over the last two weeks has received venture financing from Bessemer Venture Partners of Menlo Park Calif .. 	[]
David Cowan Internet Startup founder and acting chief executive is a general partner of Bessemer . 	['David', 'Cowan']
The startup company 's acting chairman is Jim Bidzos the president of RSA Data Security a unit of Security Dynamics Technologies Inc. as well as chairman of VeriSign . 	['Jim', 'Bidzos']
Internet Startup which opened its doors with about half a dozen initial employees combines experience at JavaSoft Apple Computer Inc. and Oracle Systems . 	[]
""" Java portends dramatic changes in the way we use the Internet "" said Hong Bui vice president of engineering of the new company after serving as a senior engineer at JavaSoft . "	['Hong', 'Bui']
Java is a computer programming language introduced by Sun Microsystems in mid-1995 which has immediately captured the attention of the industry for its ability to operate across virtually all computer system in a relatively secure manner . 	[]
Just last week Sun Microsystems and the Silicon Valley venture capital giant Kleiner Perkins Caufield & Byers said they had completed financing of a $ 100 million fund managed by Kleiner Perkins to fund startups developing Java technologies . 	[]
Java has been licensed by nearly 50 organisations ranging from Microsoft Corp. and International Business Machines Corp. to the Taiwan government . 	[]
Prasad Wagle another former senior JavaSoft engineer who is among the founding engineers at Internet Startup said the new company aims to build software infrastructure using Java to make networked applications ubiquitious . 	['Prasad', 'Wagle']
"One feature of the Java language is that small software programmes known as "" applets "" because they are small applications can be downloaded from the server computers at the centre of networks onto individual computers for use . "	[]
In this model individual computer users can always gain access to the latest programmes and do not need to store more software than they are currently using on their computers at any one time also saving costs of memory and storage . 	[]
Chris Zuleeg a veteran of Apple and a former JavaSoft marketing manager is vice president of marketing at Internet Startup whose Web site is www.internetstartup.com . 	['Chris', 'Zuleeg']
Bessemer has funded numerous Internet pioneers including PSI Net VeriSign and Individual . 	[]
GOLF - MICKELSON WINS FOURTH TITLE OF YEAR IN AKRON . 	['MICKELSON']
AKRON Ohio 1996-08-25 	[]
Phil Mickelson birdied two of the last three holes to win World Series of Golf by three strokes over Billy Mayfair on Sunday . 	['Phil', 'Mickelson', 'Billy', 'Mayfair']
It was the fourth tournament title this year for Mickelson who shot an even-par 70 after being tied for the lead with Billy Mayfair with three holes to play . 	['Mickelson', 'Billy', 'Mayfair']
Along with Mayfiar at 277 for the tournament were Steve Stricker who had a 68 and Duffy Waldorf with a 66 . 	['Mayfiar', 'Steve', 'Stricker', 'Duffy', 'Waldorf']
""" It was very hard to sleep last night because there was so much I could accomplish with this win "" said Mickelson who had a three-stroke lead entering the third round . "" "	['Mickelson']
"This was a win I wanted very very much . "" "	[]
Mickelson 's victory gave him a 10 year exemption to the PGA Tour . 	['Mickelson']
The $ first place check brings Mickelson back to the top of the money list with $ won this year . 	['Mickelson']
""" This is a major championship golf course and for me to perform well on this style of course is a big step up for me in my career and my performance in future majors "" he said . "	[]
Mickelson three-stroke lead was cut to two when Mayfair birdied the course 's only easy hole the par five second hole while Mickelson three-putted for par from 25 feet . 	['Mickelson', 'Mayfair', 'Mickelson']
On the back nine Mickelson began driving erratically and poor tee shots resulted in bogeys on the eighth 12th and 13th holes bringing Mickelson back to four under par tied with Mayfair who had parred 14 straight holes after the birdie on no.2 . 	['Mickelson', 'Mickelson', 'Mayfair']
Mickelson then set up a tap in birdie on the 16th sending a wedge shot to 18 inches . 	['Mickelson']
He had another birdie on the 17th where he his a 6-iron to six feet . 	[]
Mayfair bogeyed the 17th missing a five foot par putt and dropped from solo second place to a three way tie for second . 	['Mayfair']
It was the second successive year in which Mayfair has finished runner up in this tournament . 	['Mayfair']
He lost to Greg Norman in sudden death last year . 	['Greg', 'Norman']
The defending champion was in contention two behind Mickelson for much of the day until he bogeyed the 13th and 14th holes . 	['Mickelson']
GOLF - SCORES AT THE WORLD SERIES OF GOLF . 	[]
AKRON Ohio 1996-08-24 	[]
Scores after the final 	[]
round of the $ 2.1 million NEC World Series of Golf at 	[]
Firestone C.C 7149 yards par 70 ( players U.S. unless noted ) : 	[]
274 Phil Mickelson 70 66 68 70 	['Phil', 'Mickelson']
277 Duffy Waldorf 70 70 71 66 Steve Stricker 68 72 69 68 	['Duffy', 'Waldorf', 'Steve', 'Stricker']
Billy Mayfair 66 71 70 70 	['Billy', 'Mayfair']
278 Greg Norman ( Australia ) 70 68 69 71 	['Greg', 'Norman']
280 Alexander Cejka ( Germany ) 72 71 71 66 Davis Love 70 74 	['Alexander', 'Cejka', 'Davis', 'Love']
67 69 	[]
281 John Cook 70 69 71 71 	['John', 'Cook']
282 Corey Pavin 73 70 70 69 	['Corey', 'Pavin']
283 Tom Lehman 72 69 74 68 Fred Funk 72 70 73 68 Mark 	['Tom', 'Lehman', 'Fred', 'Funk', 'Mark']
Brooks 69 69 74 71 Nick Faldo ( Britain ) 70 71 68 74 	['Brooks', 'Nick', 'Faldo']
284 D.A. Weibring 73 69 74 68 Tim Herron 70 67 75 72 Mark 	['D.A.', 'Weibring', 'Tim', 'Herron', 'Mark']
O'Meara 73 71 69 71 Jim Furyk 75 69 67 73 Justin Leonard 69 	"[""O'Meara"", 'Jim', 'Furyk', 'Justin', 'Leonard']"
70 71 74 	[]
285 Loren Roberts 72 73 71 69 Hal Sutton 72 69 74 70 Fred 	['Loren', 'Roberts', 'Hal', 'Sutton', 'Fred']
Couples 73 68 72 72 Craig Stadler 73 72 67 73 	['Couples', 'Craig', 'Stadler']
286 Hidemichi Tanaka ( Japan ) 66 75 75 70 Steve Jones 70 69 	['Hidemichi', 'Tanaka', 'Steve', 'Jones']
76 71 Paul Goydos 66 75 74 71 Ernie Els ( South Africa ) 71 71 	['Paul', 'Goydos', 'Ernie', 'Els']
71 73 	[]
287 Costantino Rocca ( Italy ) 74 71 75 67 Clarence Rose 72 71 	['Costantino', 'Rocca', 'Clarence', 'Rose']
72 72 Craig Parry ( Australia ) 73 75 67 72 Willie Wood 75 69 	['Craig', 'Parry', 'Willie', 'Wood']
69 74 	[]
288 Shigeki Maruyama ( Japan ) 75 71 70 72 Anders Forsbrand ( 	['Shigeki', 'Maruyama', 'Anders', 'Forsbrand']
Sweden ) 70 75 71 72 	[]
289 Scott Hoch 71 68 77 73 	['Scott', 'Hoch']
290 Tom Watson 79 70 68 73 	['Tom', 'Watson']
292 Wayne Westner ( South Africa ) 77 68 73 74 Sven Struver ( 	['Wayne', 'Westner', 'Sven', 'Struver']
Germany ) 72 72 72 76 	[]
294 Satoshi Higashi ( Japan ) 75 72 74 73 Scott McCarron 76 70 	['Satoshi', 'Higashi', 'Scott', 'McCarron']
74 74 	[]
295 Stewart Ginn ( Australia ) 73 72 77 73 	['Stewart', 'Ginn']
298 Steve Schneiter 77 74 76 71 Paul Stankowski 74 75 74 75 	['Steve', 'Schneiter', 'Paul', 'Stankowski']
Seiki Okuda ( Japan ) 81 70 72 75 	['Seiki', 'Okuda']
301 Brad Bryant 73 72 77 79 	['Brad', 'Bryant']
TENNIS - RESULTS AT HAMLET CUP . 	[]
COMMACK New York 1996-08-24 	[]
Results at the Hamlet 	[]
Cup tennis tournament on Sunday ( prefix number denotes 	[]
seedings : 	[]
Finals singles 	[]
5 - Andrei Medvedev ( Ukraine ) beat Martin Damm ( Czech 	['Andrei', 'Medvedev', 'Martin', 'Damm']
Republic ) 7-5 6-3 	[]
Finals doubles 	[]
Luke Jensen and Murphy Jensen ( U.S. ) beat Alexander Volkov 	['Luke', 'Jensen', 'Murphy', 'Jensen', 'Alexander', 'Volkov']
( Russia ) and Handrik Dreekmann ( Germany ) 6-3 7-6 ( 7-5 ) 	['Handrik', 'Dreekmann']
TENNIS - RESULTS AT TOSHIBA CLASSIC . 	[]
CARLSBAD California 1996-08-25 	[]
Results from the 	[]
$ Toshiba Classic tennis tournament on Sunday ( prefix 	[]
number denotes seeding ) : 	[]
Finals : 	[]
4 - Kimiko Date ( Japan ) beat 1 - Arantxa Sanchez Vicario ( Spain ) 	['Kimiko', 'Date', 'Arantxa', 'Sanchez', 'Vicario']
3-6 6-3 6-0 . 	[]
RALLYING - LEADING POSITIONS IN LAKES RALLY . 	[]
JYVASKLYA Finland 1996-08-25 	[]
Leading positions on 	[]
Sunday after 23 special stages in the Lakes Rally sixth 	[]
round of the world championship : 	[]
1. Tommi Makinen ( Finland ) Mitsubishi Lancer three hours 	['Tommi', 'Makinen']
eight minutes one second 	[]
2. Juha Kankkunen ( Finland ) Toyota Celica 12 seconds 	['Juha', 'Kankkunen']
behind 	[]
3. Marcus Gronholm ( Finland ) Toyota Celica 2:09 	['Marcus', 'Gronholm']
4. Jarmo Kytolehto ( Finland ) Ford Escort 2:23 	['Jarmo', 'Kytolehto']
5. Kenneth Eriksson ( Sweden ) Subaru Impreza 2:39 	['Kenneth', 'Eriksson']
6. Carlos Sainz ( Spain ) Ford Escort 3:03 	['Carlos', 'Sainz']
MOTOCROSS - SWEDISH 500CC GRAND PRIX RESULTS . 	[]
LANDSKRONA Sweden 1996-08-25 	[]
Leading results in the 	[]
Swedish 500cc motocross Grand Prix on Sunday : 	[]
First race 	[]
1. Joel Smets ( Belgium ) Husaberg 	['Joel', 'Smets']
2. Peter Johansson ( Sweden ) Husqvarna 	['Peter', 'Johansson']
3. Gert Jan Van Doorn ( Netherlands ) Honda 	['Gert', 'Jan', 'Van', 'Doorn']
4. Jacky Martens ( Belgium ) Husqvarna 	['Jacky', 'Martens']
5. Peter Dirkx ( Belgium ) KTM 	['Peter', 'Dirkx']
6. Danny Theybers ( Belgium ) Honda 	['Danny', 'Theybers']
Second race 	[]
1. Shayne King ( New Zealand ) KTM 	['Shayne', 'King']
2. Martens 	['Martens']
3. Theybers 	['Theybers']
4. Johan Boonen ( Belgium ) Husqvarna 	['Johan', 'Boonen']
5. Dietmar Lalcher ( Germany ) Honda 	['Dietmar', 'Lalcher']
6. Claus Manne Nielsen ( Denmark ) KTM 	['Claus', 'Manne', 'Nielsen']
Overall on day : 	[]
1. Martens 30 points 	['Martens']
2. Shayne King 28 	['Shayne', 'King']
3. Smets 27 	['Smets']
4. Theybers 25 	['Theybers']
5. Van Doorn 24 	['Van', 'Doorn']
6. Johansson 17 	['Johansson']
World championship standings ( after 11 of 12 rounds ) : 	[]
1. Shayne King 323 points 	['Shayne', 'King']
2. Smets 290 	['Smets']
3. Johansson 236 	['Johansson']
4. Lacher 219 	['Lacher']
5. Darryll King ( New Zealand ) Honda 178 	['Darryll', 'King']
6. Van Doorn 176 	['Van', 'Doorn']
MOTOCROSS - GERMAN 125CC GRAND PRIX RESULTS . 	[]
HOLZGERLINGEN Germany 1996-08-25 	[]
Leading results in 	[]
the German 125cc motocross Grand Prix on Sunday : 	[]
First race 	[]
1. Sebastien Tortelli ( France ) Kawasaki 	['Sebastien', 'Tortelli']
2. Bob Moore ( U.S. ) Yamaha 	['Bob', 'Moore']
3. Luigi Seguy ( France ) TM 	['Luigi', 'Seguy']
4. Andi Kanstinger ( Germany ) Honda 	['Andi', 'Kanstinger']
5. Nicolas Charlier ( France ) Kawasaki 	['Nicolas', 'Charlier']
6. Erik Camerlengo ( Italy ) Yamaha 	['Erik', 'Camerlengo']
Second race 	[]
1. Tortelli 	['Tortelli']
2. Moore 	['Moore']
3. Alex Belometti ( Italy ) Honda 	['Alex', 'Belometti']
4. Frederic Vialle ( France ) Yamaha 	['Frederic', 'Vialle']
5. Collin Dugmore ( South Africa ) Honda 	['Collin', 'Dugmore']
6. Camerlengo 	['Camerlengo']
Overall on day : 	[]
1. Tortelli 40 points 	['Tortelli']
2. Moore 34 	['Moore']
3. Seguy 24 	['Seguy']
4. Vialle 22 	['Vialle']
5. Camerlengo 20 	['Camerlengo']
6. Belometti 19 	['Belometti']
Final world championship standings : 	[]
1. Tortelli 432 points 	['Tortelli']
2. Paul Malin ( Britain ) Yamaha 317 	['Paul', 'Malin']
3. Vialle 293 	['Vialle']
4. Seguy 192 	['Seguy']
5. Michele Fanton ( Italy ) Kawasaki 160 	['Michele', 'Fanton']
6. Dugmore 152 	['Dugmore']
MOTOR RACING - LEADING PLACINGS IN POKKA KM RACE . 	[]
SUZUKA Japan 1996-08-25 	[]
Leading placings in 	[]
Sunday 's Pokka km motor race seventh round of the 	[]
International Endurance GT championship : 	[]
1. Ray Belim ( Britain ) / James Weaver ( Britain ) / J.J.Lehto 	['Ray', 'Belim', 'James', 'Weaver']
( Finland ) Gulf McLaren FI GTR 171 laps - 6 hours 18 minutes 	[]
48.637 seconds ( average speed 158.82 kph ) 	[]
2. Anders Olofsson ( Sweden ) / Luciano della Noce ( Italy ) Ennea 	['Anders', 'Olofsson', 'Luciano', 'della', 'Noce']
Ferrari F40 170 laps 	[]
3. Andy Ballace ( Britain ) / Olivier Grouillard ( France ) Harrods 	['Andy', 'Ballace', 'Olivier', 'Grouillard']
McLaren FI GTR 169 	[]
4. Thomas Bscher ( Germany ) / Peter Kox ( Netherlands ) West McLaren 	['Thomas', 'Bscher', 'Peter', 'Kox']
F1 GTR 168 	[]
5. Fabien Giroix ( France ) / Jean-Denis Deletraz ( Switzerland ) 	['Fabien', 'Giroix', 'Jean-Denis', 'Deletraz']
Muller McLaren F1 GTR 167 	[]
6. Lindsay Owen-Jones ( Britain ) / Pierre-Henri Raphanel 	['Lindsay', 'Owen-Jones', 'Pierre-Henri', 'Raphanel']
( France ) / David Brabham ( Australia ) Gulf McLaren F ! 	['David', 'Brabham']
GTR 	[]
167 	[]
7. Jean-Marc Gounon ( France ) / Eric Bernard ( France ) / Paul 	['Jean-Marc', 'Gounon', 'Eric', 'Bernard', 'Paul']
Belmondo ( France ) Ennea Ferrari F40 167 	['Belmondo']
