Peter I-PER
comes 0
from 0
Swerford 0
in 0
southern 0
England 0
Frenchman 0
Frederic I-PER
Malardeau I-PER
and 0
six 0
other 0
hostages 0
from 0
their 0
car 0
in 0
Grozny 0
the 0
capital 0
of 0
Chechnya 0
on 0
July 0
27 0
. 0

The 0
assailants 0
had 0
demanded 0
a 0
ransom 0
of 0
pounds 0
( 0
$ 0
) 0
but 0
no 0
money 0
was 0
paid 0
by 0
the 0
charity 0
when 0
they 0
were 0
released 0
on 0
Wednesday 0
. 0

The 0
hostages 0
were 0
held 0
in 0
a 0
house 0
in 0
or 0
near 0
Grozny 0
which 0
was 0
bombarded 0
regularly 0
. 0

" 0
During 0
the 0
last 0
15 0
days 0
of 0
being 0
held 0
the 0
fighting 0
in 0
Grozny 0
was 0
very 0
close 0
. 0

At 0
first 0
it 0
was 0
street 0
fighting 0
outside 0
the 0
house 0
and 0
then 0
we 0
came 0
under 0
very 0
heavy 0
shelling 0
and 0
bombardment 0
from 0
conventional 0
weapons 0
like 0
tanks 0
artillery 0
and 0
grenade 0
launchers 0
" 0
he 0
said 0
. 0

Penrose I-PER
had 0
been 0
working 0
for 0
the 0
charity 0
which 0
provides 0
food 0
to 0
civilians 0
for 0
only 0
a 0
few 0
weeks 0
before 0
he 0
was 0
captured 0
. 0

When 0
asked 0
if 0
he 0
would 0
return 0
to 0
the 0
mountainous 0
region 0
where 0
rebels 0
have 0
been 0
fighting 0
Russian 0
troops 0
for 0
full 0
independence 0
Penrose I-PER
said 0
: 0
" 0
Not 0
for 0
the 0
time 0
being 0
. 0

I 0
do 0
n't 0
think 0
it 0
's 0
safe 0
for 0
me 0
. 0

But 0
maybe 0
in 0
the 0
future 0
depending 0
on 0
the 0
circumstances 0
. 0
" 0

Princess 0
Diana I-PER
send 0
message 0
to 0
Mother I-PER
Teresa I-PER
. 0

LONDON 0
1996-08-24 0

Britain 0
's 0
Princess 0
Diana I-PER
has 0
sent 0
a 0
message 0
to 0
seriously 0
ill 0
Mother I-PER
Teresa I-PER
the 0
nun 0
to 0
whom 0
she 0
has 0
turned 0
several 0
times 0
for 0
spiritual 0
guidance 0
. 0

Diana I-PER
's 0
office 0
said 0
on 0
Saturday 0
the 0
princess 0
had 0
sent 0
a 0
message 0
to 0
the 0
Nobel 0
Peace 0
Prize-winning 0
missionary 0
as 0
news 0
broke 0
this 0
week 0
of 0
her 0
battle 0
against 0
heart 0
problems 0
and 0
malaria 0
. 0

A 0
spokeswoman 0
declined 0
to 0
release 0
details 0
of 0
the 0
message 0
. 0

Diana I-PER
first 0
met 0
the 0
Albanian-born 0
missionary 0
in 0
Rome 0
in 0
1992 0
. 0

She 0
said 0
afterwards 0
that 0
the 0
meeting 0
had 0
fulfilled 0
her 0
" 0
dearest 0
wish 0
" 0
and 0
the 0
two 0
women 0
have 0
met 0
several 0
times 0
since 0
. 0

The 0
princess 0
who 0
has 0
carved 0
out 0
a 0
major 0
role 0
for 0
herself 0
as 0
a 0
helper 0
of 0
the 0
sick 0
and 0
needy 0
is 0
said 0
to 0
have 0
turned 0
to 0
Mother I-PER
Teresa I-PER
for 0
guidance 0
as 0
her 0
marriage 0
crumbled 0
to 0
heir 0
to 0
the 0
British 0
throne 0
Prince I-PER
Charles I-PER
. 0

The 0
85-year-old 0
nun 0
said 0
in 0
the 0
past 0
that 0
she 0
was 0
praying 0
for 0
the 0
couple 0
whose 0
divorce 0
is 0
expected 0
to 0
become 0
final 0
next 0
week 0
. 0

Doctors 0
caring 0
for 0
Mother I-PER
Teresa I-PER
in 0
a 0
Calcutta 0
hospital 0
said 0
on 0
Saturday 0
that 0
her 0
fever 0
had 0
fallen 0
and 0
her 0
malaria 0
was 0
under 0
control 0
but 0
she 0
remained 0
on 0
a 0
respirator 0
in 0
intensive 0
care 0
. 0

CRICKET 0
- 0
PAKISTAN 0
339-4 0
V 0
ENGLAND 0
- 0
close 0
. 0

Saeed I-PER
Anwar I-PER
c 0
Croft I-PER
b 0
Cork I-PER
176 0

Aamir I-PER
Sohail I-PER
c 0
Cork I-PER
b 0
Croft I-PER
46 0

Ijaz I-PER
Ahmed I-PER
c 0
Stewart I-PER
b 0
Mullally I-PER
61 0

Inzamam-ul-Haq I-PER
c 0
Hussain I-PER
b 0
Mullally I-PER
35 0

Salim I-PER
Malik I-PER
not 0
out 0
2 0

Asif I-PER
Mujtaba I-PER
not 0
out 0
1 0

Extras 0
18 0

Fall 0
of 0
wicket 0
- 0
1-106 0
2-239 0
3-334 0
4-334 0

To 0
bat 0
- 0
Wasim I-PER
Akram I-PER
Moin I-PER
Khan I-PER
Mushtaq I-PER
Ahmed I-PER
Waqar I-PER
Younis I-PER
Mohammad I-PER
Akam I-PER

England 0
326 0
all 0
out 0

Soccer 0
- 0
Nijmeh 0
beat 0
Nasr 0
1-0 0
. 0

TRIPOLI 0
Lebanon 0
1996-08-24 0

Nijmeh 0
of 0
Lebanon 0
beat 0
Nasr 0
of 0
Saudi 0
Arabia 0
1-0 0
( 0
halftime 0
1-0 0
) 0
in 0
their 0
Asian 0
club 0
championship 0
second 0
round 0
first 0
leg 0
tie 0
on 0
Saturday 0
. 0

Scorer 0
: 0
Issa I-PER
Alloush I-PER
( 0
45th 0
minute 0
) 0
. 0

Attendance 0
: 0
. 0

Adventurers 0
start 0
Canadian 0
wilderness 0
race 0
. 0

PEMBERTON 0
British 0
Columbia 0
1996-08-24 0

About 0
350 0
adventurers 0
from 0
nine 0
countries 0
set 0
out 0
on 0
Saturday 0
to 0
climb 0
raft 0
bike 0
and 0
run 0
in 0
a 0
323-mile 0
( 0
517-km 0
) 0
endurance 0
race 0
through 0
the 0
Canadian 0
wilderness 0
. 0

The 0
event 0
called 0
the 0
Eco-Challenge 0
is 0
part 0
of 0
a 0
growing 0
sport 0
known 0
as 0
adventure 0
racing 0
in 0
which 0
competitors 0
test 0
their 0
limits 0
for 0
days 0
over 0
a 0
perilous 0
wilderness 0
course 0
. 0

" 0
I 0
'm 0
looking 0
forward 0
to 0
this 0
race 0
. 0

I 0
think 0
it 0
will 0
be 0
more 0
physically 0
challenging 0
and 0
we 0
'll 0
have 0
to 0
go 0
up 0
against 0
more 0
diverse 0
situations 0
due 0
to 0
the 0
terrain 0
" 0
said 0
Dr. 0
Michael I-PER
Stroud I-PER
a 0
veteran 0
Eco-Challenge 0
participant 0
. 0

The 0
Eco-Challenge 0
has 0
been 0
staged 0
twice 0
before 0
-- 0
in 0
Utah 0
and 0
Maine 0
last 0
year 0
-- 0
and 0
is 0
modelled 0
on 0
similar 0
races 0
overseas 0
. 0

The 0
70 0
teams 0
in 0
this 0
year 0
's 0
race 0
will 0
will 0
trek 0
glaciers 0
climb 0
mountains 0
whitewater 0
raft 0
horseback 0
ride 0
canoe 0
and 0
mountain 0
bike 0
along 0
the 0
grueling 0
course 0
. 0

This 0
year 0
's 0
race 0
the 0
route 0
of 0
which 0
was 0
keep 0
a 0
secret 0
until 0
Friday 0
evening 0
is 0
being 0
held 0
near 0
Pemberton 0
British 0
Columbia 0
about 0
100 0
miles 0
( 0
160 0
km 0
) 0
northeast 0
of 0
Vancouver 0
. 0

The 0
area 0
is 0
filled 0
with 0
treacherous 0
mountain 0
peaks 0
ice 0
fields 0
and 0
frigid 0
waters 0
. 0

Organisers 0
expect 0
about 0
two-thirds 0
of 0
the 0
participants 0
to 0
drop 0
out 0
or 0
be 0
disqualified 0
before 0
the 0
finish 0
. 0

The 0
hardy 0
ones 0
are 0
expected 0
to 0
complete 0
the 0
course 0
in 0
about 0
six 0
days 0
with 0
first-place 0
finishers 0
receiving 0
$ 0
in 0
prize 0
money 0
. 0

In 0
the 0
Eco-Challenge 0
competitors 0
race 0
in 0
teams 0
of 0
five 0
which 0
must 0
include 0
both 0
men 0
and 0
women 0
. 0

Team 0
members 0
must 0
remain 0
within 0
100 0
yards 0
( 0
metres 0
) 0
of 0
each 0
other 0
at 0
all 0
times 0
and 0
finish 0
together 0
. 0

With 0
racers 0
carrying 0
about 0
40 0
pounds 0
( 0
18 0
kg 0
) 0
of 0
gear 0
on 0
their 0
backs 0
broken 0
bones 0
sunstroke 0
dehydration 0
and 0
exhaustion 0
are 0
common 0
. 0

Cholera 0
kills 0
21 0
in 0
southern 0
Nigeria 0
. 0

LAGOS 0
1996-05-28 0

An 0
outbreak 0
of 0
cholera 0
has 0
killed 0
21 0
people 0
in 0
a 0
week 0
at 0
Ubimini 0
in 0
oil-rich 0
southern 0
Nigeria 0
the 0
News 0
Agency 0
of 0
Nigeria 0
reported 0
on 0
Saturday 0
. 0

The 0
chairman 0
of 0
the 0
local 0
council 0
Damian I-PER
Ejiohuo I-PER
said 0
drugs 0
had 0
been 0
rushed 0
to 0
the 0
area 0
to 0
quell 0
the 0
disease 0
and 0
the 0
community 0
needed 0
a 0
safer 0
source 0
of 0
drinking 0
water 0
to 0
prevent 0
future 0
outbreaks 0
. 0

Epidemics 0
are 0
common 0
in 0
rural 0
areas 0
of 0
Nigeria 0
where 0
piped 0
water 0
is 0
not 0
usually 0
available 0
. 0

Malawi 0
's 0
ex-president 0
Banda I-PER
says 0
he 0
's 0
feeling 0
well 0
. 0

BLANTYRE 0
1996-08-24 0

Malawi 0
's 0
frail 0
former 0
president 0
Kamuzu I-PER
Banda I-PER
said 0
on 0
Saturday 0
in 0
a 0
rare 0
public 0
interview 0
that 0
he 0
was 0
feeling 0
well 0
despite 0
his 0
advanced 0
years 0
. 0

" 0
I 0
feel 0
all 0
right 0
and 0
I 0
eat 0
everything 0
that 0
is 0
put 0
on 0
the 0
table 0
. 0

And 0
that 0
means 0
I 0
am 0
all 0
right 0
" 0
he 0
told 0
reporters 0
invited 0
to 0
his 0
home 0
. 0

Banda I-PER
a 0
vegetarian 0
teetotaller 0
believed 0
to 0
be 0
97 0
walked 0
unaided 0
but 0
supporting 0
himself 0
on 0
a 0
walking 0
stick 0
. 0

He 0
clutched 0
a 0
fly 0
whisk 0
which 0
for 0
a 0
long 0
time 0
symbolised 0
his 0
obsession 0
with 0
power 0
. 0

His 0
health 0
was 0
the 0
subject 0
of 0
much 0
recent 0
speculation 0
. 0

Malawi 0
's 0
undisputed 0
ruler 0
for 0
three 0
decades 0
he 0
lost 0
power 0
in 0
the 0
first 0
all-party 0
elections 0
in 0
1994 0
. 0

He 0
spent 0
a 0
year 0
under 0
house 0
arrest 0
and 0
was 0
tried 0
but 0
acquitted 0
last 0
year 0
on 0
charges 0
of 0
ordering 0
the 0
murder 0
of 0
four 0
opponents 0
in 0
1983 0
. 0

Zimbabwe 0
fires 0
striking 0
civil 0
servants 0
. 0

Emelia I-PER
Sithole I-PER

HARARE 0
1996-08-24 0

The 0
Zimbabwean 0
government 0
fired 0
thousands 0
of 0
workers 0
on 0
Saturday 0
for 0
defying 0
an 0
order 0
to 0
end 0
a 0
strike 0
which 0
has 0
crippled 0
essential 0
services 0
and 0
disrupted 0
international 0
and 0
domestic 0
flights 0
. 0

The 0
Public 0
Service 0
Commission 0
( 0
PSC 0
) 0
said 0
in 0
a 0
statement 0
that 0
the 0
workers 0
-- 0
including 0
nurses 0
junior 0
doctors 0
mortuary 0
attendants 0
customs 0
officers 0
and 0
firefighters 0
-- 0
would 0
be 0
barred 0
from 0
entering 0
their 0
workplaces 0
on 0
Monday 0
. 0

" 0
All 0
civil 0
servants 0
who 0
did 0
not 0
return 0
to 0
work 0
at 0
their 0
normal 0
working 0
hours 0
and 0
remained 0
working 0
for 0
the 0
full 0
working 0
day 0
on 0
23 0
August 0
1996 0
have 0
been 0
summarily 0
dismissed 0
... 0

with 0
immediate 0
effect 0
" 0
it 0
said 0
in 0
a 0
statement 0
. 0

Union 0
officials 0
from 0
the 0
Public 0
Service 0
Association 0
( 0
PSA 0
) 0
were 0
unavailable 0
for 0
comment 0
. 0

Public 0
Service 0
Labour 0
and 0
Social 0
Welfare 0
Minister 0
Florence 0
Chitauro 0
told 0
state 0
radio 0
her 0
ministry 0
had 0
already 0
begun 0
recruiting 0
other 0
people 0
to 0
replace 0
the 0
strikers 0
sub-contracting 0
some 0
of 0
the 0
work 0
to 0
private 0
firms 0
. 0

The 0
government 0
had 0
been 0
threatening 0
to 0
fire 0
the 0
workers 0
since 0
the 0
strike 0
began 0
on 0
Tuesday 0
saying 0
it 0
was 0
illegal 0
. 0

But 0
the 0
strikers 0
ignored 0
the 0
threat 0
and 0
vowed 0
to 0
stay 0
on 0
the 0
streets 0
until 0
their 0
demands 0
for 0
wage 0
rises 0
of 0
30 0
to 0
60 0
percent 0
were 0
met 0
. 0

The 0
stoppage 0
has 0
left 0
essential 0
services 0
stretched 0
with 0
many 0
hospitals 0
handling 0
only 0
emergency 0
cases 0
under 0
senior 0
doctors 0
with 0
the 0
help 0
of 0
army 0
medical 0
personnel 0
and 0
the 0
Red 0
Cross 0
. 0

It 0
has 0
also 0
disrupted 0
flights 0
. 0

Some 0
internal 0
services 0
were 0
cancelled 0
leaving 0
tourists 0
at 0
the 0
Victoria 0
Falls 0
resort 0
stranded 0
and 0
flights 0
abroad 0
were 0
delayed 0
. 0

The 0
PSA 0
said 0
80 0
percent 0
of 0
the 0
country 0
's 0
civil 0
servants 0
took 0
part 0
in 0
the 0
strike 0
which 0
is 0
a 0
rare 0
challenge 0
to 0
President 0
Robert I-PER
Mugabe I-PER
who 0
has 0
been 0
in 0
power 0
since 0
independence 0
from 0
Britain 0
in 0
1980 0
. 0

Opposition 0
parties 0
civic 0
organisations 0
and 0
private-sector 0
unions 0
have 0
expressed 0
support 0
for 0
the 0
action 0
and 0
denounced 0
the 0
government 0
's 0
pay 0
rises 0
of 0
up 0
to 0
eight 0
percent 0
for 0
its 0
workers 0
. 0

Civil 0
servants 0
earn 0
on 0
average 0
Z$ 0
( 0
$ 0
100 0
) 0
a 0
month 0
. 0

They 0
say 0
their 0
pay 0
has 0
not 0
kept 0
up 0
at 0
all 0
with 0
inflation 0
currently 0
running 0
at 0
22 0
percent 0
. 0

Rwanda 0
says 0
Zaire 0
expels 0
28 0
Rwandan 0
refugees 0
. 0

KIGALI 0
1996-08-24 0

Rwanda 0
said 0
on 0
Saturday 0
that 0
Zaire 0
had 0
expelled 0
28 0
Rwandan 0
Hutu 0
refugees 0
accused 0
of 0
being 0
" 0
trouble-makers 0
" 0
in 0
camps 0
in 0
eastern 0
Zaire 0
. 0

Captain 0
Firmin I-PER
Gatera I-PER
spokesman 0
for 0
the 0
Tutsi-dominated 0
Rwandan 0
army 0
told 0
Reuters 0
in 0
Kigali 0
that 0
17 0
of 0
the 0
28 0
refugees 0
handed 0
over 0
on 0
Friday 0
from 0
the 0
Zairean 0
town 0
of 0
Goma 0
had 0
been 0
soldiers 0
in 0
the 0
former 0
Hutu 0
army 0
which 0
fled 0
to 0
Zaire 0
in 0
1994 0
after 0
being 0
defeated 0
by 0
Tutsi 0
forces 0
in 0
Rwanda 0
's 0
civil 0
war 0
. 0

Zairean 0
Prime 0
Minister 0
Kengo I-PER
wa I-PER
Dondo I-PER
said 0
on 0
Thursday 0
in 0
a 0
visit 0
to 0
Rwanda 0
that 0
his 0
country 0
would 0
expell 0
all 0
the 0
refugees 0
back 0
to 0
Rwanda 0
but 0
he 0
gave 0
no 0
timeframe 0
. 0

Zaire 0
is 0
home 0
to 0
1.1 0
million 0
Rwandan 0
Hutu 0
refugees 0
who 0
fled 0
three 0
months 0
of 0
civil 0
war 0
in 0
1994 0
. 0

Many 0
had 0
taken 0
part 0
in 0
the 0
genocide 0
that 0
year 0
of 0
one 0
million 0
people 0
mostly 0
Tutsis 0
and 0
refuse 0
to 0
go 0
home 0
for 0
fear 0
of 0
reprisal 0
at 0
the 0
hands 0
of 0
the 0
new 0
Tutsi-dominated 0
government 0
in 0
Kigali 0
. 0

Gatera I-PER
said 0
the 0
refugees 0
were 0
handed 0
over 0
following 0
a 0
deal 0
made 0
at 0
a 0
meeting 0
between 0
the 0
governor 0
of 0
Zaire 0
's 0
north 0
Kivu 0
region 0
and 0
his 0
counterpart 0
in 0
the 0
Rwandan 0
border 0
town 0
of 0
Gisenyi 0
. 0

" 0
After 0
a 0
meeting 0
between 0
the 0
governor 0
of 0
north 0
Kivu 0
and 0
the 0
prefect 0
of 0
Gisenyi 0
28 0
prisoners 0
( 0
refugees 0
) 0
were 0
handed 0
over 0
to 0
Rwandan 0
authorities 0
on 0
Friday 0
" 0
Gatera I-PER
said 0
. 0
" 0

Out 0
of 0
these 0
17 0
were 0
former 0
soldiers 0
. 0

These 0
people 0
are 0
now 0
in 0
Gisenyi 0
prison 0
" 0
Gatera I-PER
added 0
. 0

Revered 0
skull 0
of 0
S. 0
Africa 0
king 0
is 0
Scottish 0
woman 0
's 0
. 0

JOHANNESBURG 0
1996-08-24 0

A 0
limelight-loving 0
South 0
African 0
chief 0
was 0
in 0
disgrace 0
on 0
Saturday 0
after 0
a 0
prized 0
skull 0
he 0
brought 0
home 0
from 0
Scotland 0
was 0
identified 0
as 0
belonging 0
not 0
to 0
his 0
sacred 0
tribal 0
ancestor 0
but 0
to 0
a 0
middle-aged 0
white 0
woman 0
. 0

A 0
forensic 0
scientist 0
who 0
examined 0
the 0
supposed 0
skull 0
of 0
19th 0
century 0
King 0
Hintsa I-PER
a 0
chief 0
of 0
President 0
Nelson I-PER
Mandela I-PER
's 0
Xhosa 0
tribe 0
killed 0
in 0
battle 0
by 0
the 0
British 0
said 0
it 0
was 0
in 0
fact 0
the 0
cranium 0
of 0
a 0
European 0
woman 0
. 0

Chief 0
Nicholas I-PER
Gcaleka I-PER
dressed 0
in 0
animal 0
skins 0
and 0
full 0
tribal 0
regalia 0
journeyed 0
to 0
a 0
wintry 0
Scotland 0
in 0
February 0
on 0
a 0
hugely 0
publicised 0
quest 0
to 0
find 0
Hintsa I-PER
's 0
skull 0
. 0

The 0
witchdoctor 0
said 0
ancestors 0
had 0
appeared 0
to 0
him 0
in 0
a 0
dream 0
and 0
ordered 0
him 0
to 0
return 0
the 0
head 0
said 0
to 0
have 0
been 0
carried 0
off 0
as 0
a 0
colonial 0
trophy 0
by 0
the 0
officer 0
who 0
shot 0
and 0
allegedly 0
beheaded 0
Hintsa I-PER
after 0
a 0
battle 0
in 0
1835 0
. 0

But 0
Gcaleka I-PER
ran 0
into 0
trouble 0
as 0
soon 0
as 0
he 0
returned 0
to 0
South 0
Africa 0
with 0
a 0
skull 0
he 0
found 0
in 0
a 0
cottage 0
in 0
a 0
lonely 0
Highland 0
forest 0
near 0
Inverness 0
. 0

He 0
said 0
the 0
spirit 0
of 0
a 0
hurricane 0
had 0
guided 0
him 0
there 0
. 0

Members 0
of 0
the 0
Xhosa 0
royal 0
family 0
branding 0
Gcaleka I-PER
a 0
charlatan 0
confiscated 0
the 0
head 0
and 0
sent 0
it 0
for 0
tests 0
to 0
a 0
forensic 0
scientist 0
who 0
examined 0
the 0
shape 0
of 0
the 0
skull 0
and 0
the 0
hole 0
that 0
he 0
determined 0
had 0
not 0
come 0
as 0
supposed 0
from 0
a 0
bullet 0
. 0

" 0
It 0
can 0
be 0
stated 0
beyond 0
reasonable 0
doubt 0
that 0
this 0
skull 0
is 0
not 0
that 0
of 0
the 0
late 0
king 0
" 0
the 0
scientist 0
said 0
in 0
a 0
statement 0
. 0

Sudan 0
arrests 0
opposition 0
sewing 0
machine 0
smugglers 0
. 0

KHARTOUM 0
1996-08-24 0

Sudanese 0
police 0
have 0
arrested 0
three 0
people 0
trying 0
to 0
smuggle 0
sewing 0
machines 0
and 0
army 0
clothing 0
to 0
Sudanese 0
opposition 0
groups 0
in 0
Eritrea 0
an 0
official 0
newspaper 0
reported 0
on 0
Saturday 0
. 0

The 0
government-owned 0
al-Ingaz 0
al-Watani 0
said 0
the 0
smugglers 0
were 0
caught 0
in 0
Banat 0
in 0
the 0
eastern 0
state 0
of 0
Kassala 0
on 0
the 0
border 0
with 0
Eritrea 0
and 0
had 0
confessed 0
they 0
were 0
on 0
their 0
way 0
to 0
" 0
the 0
so-called 0
alliance 0
forces 0
which 0
have 0
been 0
undertaking 0
subversive 0
operations 0
on 0
the 0
eastern 0
border 0
" 0
. 0

Authorities 0
in 0
Kassala 0
said 0
opposition 0
forces 0
based 0
in 0
Eritrea 0
have 0
been 0
laying 0
landmines 0
and 0
stealing 0
vehicles 0
and 0
other 0
goods 0
to 0
smuggle 0
them 0
across 0
the 0
border 0
into 0
Eritrea 0
. 0

Sudan 0
accuses 0
the 0
Eritrean 0
authorities 0
of 0
providing 0
support 0
to 0
Sudanese 0
opposition 0
elements 0
based 0
in 0
Eritrea 0
. 0

Eritrea 0
cut 0
diplomatic 0
ties 0
with 0
Sudan 0
in 0
1994 0
accusing 0
it 0
of 0
training 0
rebels 0
to 0
make 0
raids 0
into 0
Eritrea 0
. 0

The 0
exiled 0
National 0
Democratic 0
Alliance 0
a 0
Sudanese 0
umbrella 0
opposition 0
group 0
has 0
its 0
headquarters 0
in 0
the 0
Eritrean 0
capital 0
Asmara 0
. 0

It 0
uses 0
the 0
former 0
Sudanese 0
embassy 0
. 0

Albanian 0
Socialists 0
start 0
landmark 0
reform 0
congress 0
. 0

TIRANA 0
1996-08-24 0

Albania 0
's 0
opposition 0
Socialist 0
Party 0
began 0
a 0
two-day 0
congress 0
on 0
Saturday 0
to 0
discuss 0
major 0
jettisoning 0
its 0
links 0
with 0
almost 0
half 0
a 0
century 0
of 0
Stalinist 0
dictatorship 0
in 0
the 0
Balkan 0
country 0
. 0

" 0
The 0
congress 0
will 0
approve 0
new 0
concepts 0
that 0
will 0
turn 0
the 0
party 0
into 0
a 0
Social-Democratic 0
and 0
electoral 0
party 0
not 0
a 0
class 0
and 0
ideological 0
one 0
" 0
the 0
Socialist 0
Zeri 0
i 0
Popullit 0
daily 0
said 0
in 0
an 0
editorial 0
. 0

Jailed 0
Socialist 0
leader 0
Fatos I-PER
Nano I-PER
made 0
the 0
first 0
call 0
for 0
change 0
in 0
July 0
a 0
month 0
after 0
the 0
party 0
's 0
chief 0
opponents 0
the 0
conservative 0
Democrats 0
of 0
President 0
Sali I-PER
Berisha I-PER
almost 0
swept 0
the 0
board 0
in 0
a 0
disputed 0
general 0
election 0
. 0

The 0
Socialists 0
reformed 0
heirs 0
to 0
the 0
communists 0
pulled 0
out 0
of 0
the 0
poll 0
saying 0
it 0
was 0
a 0
sham 0
. 0

Acting 0
Socialist 0
leader 0
Servet I-PER
Pellumbi I-PER
has 0
said 0
he 0
too 0
will 0
urge 0
the 0
party 0
to 0
scrap 0
the 0
ideas 0
of 0
Karl I-PER
Marx I-PER
at 0
the 0
congress 0
. 0

The 0
pro-reform 0
stance 0
of 0
some 0
of 0
the 0
party 0
leadership 0
initially 0
caused 0
a 0
storm 0
and 0
triggered 0
the 0
resignation 0
last 0
month 0
of 0
the 0
party 0
's 0
Secretary-General 0
Gramoz I-PER
Ruci I-PER
. 0

More 0
recently 0
political 0
commentators 0
have 0
reported 0
a 0
growing 0
consensus 0
however 0
and 0
a 0
rift 0
at 0
the 0
meeting 0
looks 0
increasingly 0
unlikely 0
. 0

Nicaraguan 0
president 0
to 0
go 0
to 0
U.S. 0
for 0
medical 0
care 0
. 0

MANAGUA 0
Nicaragua 0
1996-08-23 0

Nicaraguan 0
President 0
Violeta I-PER
Chamorro I-PER
was 0
due 0
to 0
fly 0
to 0
the 0
United 0
States 0
on 0
Saturday 0
for 0
a 0
medical 0
check-up 0
to 0
determine 0
if 0
surgery 0
was 0
needed 0
on 0
the 0
lower 0
part 0
of 0
her 0
spinal 0
column 0
the 0
government 0
said 0
on 0
Friday 0
. 0

Chamorro I-PER
has 0
complained 0
of 0
lower 0
back 0
pain 0
since 0
her 0
trip 0
to 0
Taiwan 0
in 0
May 0
when 0
the 0
pain 0
forced 0
her 0
to 0
go 0
to 0
Taipei 0
University 0
Hospital 0
for 0
an 0
examination 0
. 0

Chamorro I-PER
66 0
suffers 0
from 0
osteoporosis 0
a 0
disease 0
that 0
weakens 0
the 0
bones 0
and 0
has 0
repeatedly 0
flown 0
to 0
Washington 0
for 0
treatment 0
by 0
her 0
longtime 0
doctor 0
Sam I-PER
Wilson I-PER
. 0

Nepal 0
wo 0
n't 0
help 0
split 0
Tibet 0
king 0
tells 0
China 0
. 0

BEIJING 0
1996-08-24 0

King 0
Birendra I-PER
of 0
Nepal 0
has 0
told 0
China 0
his 0
nation 0
will 0
not 0
become 0
the 0
tool 0
of 0
people 0
who 0
want 0
Tibetan 0
independence 0
from 0
Beijing 0
the 0
official 0
China 0
Daily 0
newspaper 0
said 0
on 0
Saturday 0
. 0

King 0
Birendra I-PER
in 0
Tibet 0
at 0
the 0
start 0
of 0
a 0
one-week 0
unofficial 0
visit 0
to 0
China 0
said 0
the 0
Nepalese 0
government 0
had 0
" 0
maintained 0
a 0
sharp 0
vigilance 0
against 0
such 0
intentions 0
" 0
the 0
newspaper 0
said 0
. 0

Nepal 0
shares 0
a 0
long 0
mountain 0
border 0
with 0
the 0
restive 0
Himalayan 0
region 0
where 0
opposition 0
to 0
Beijing 0
's 0
four-decade 0
rule 0
is 0
widespread 0
. 0

Chinese 0
official 0
media 0
has 0
often 0
accused 0
foreign 0
forces 0
notably 0
the 0
United 0
States 0
of 0
seeking 0
to 0
support 0
Tibetan 0
independence 0
activists 0
. 0

King 0
Birenda I-PER
told 0
Gyaicain I-PER
Norbu I-PER
chairman 0
of 0
the 0
Tibetan 0
government 0
that 0
Nepal 0
would 0
not 0
" 0
become 0
a 0
tool 0
for 0
others 0
to 0
split 0
Tibet 0
" 0
the 0
newspaper 0
said 0
. 0

Gyaicain I-PER
told 0
the 0
royal 0
visitor 0
increased 0
cooperation 0
between 0
Nepal 0
and 0
Tibet 0
was 0
possible 0
in 0
the 0
fields 0
of 0
trade 0
tourism 0
communications 0
and 0
sports 0
it 0
said 0
. 0

It 0
gave 0
no 0
details 0
. 0

Iran 0
hangs 0
two 0
men 0
for 0
drug 0
trafficking 0
. 0

TEHRAN 0
1996-08-24 0

Iran 0
has 0
hanged 0
two 0
drug 0
traffickers 0
in 0
the 0
southern 0
city 0
of 0
Shiraz 0
the 0
evening 0
newspaper 0
Resalat 0
reported 0
on 0
Saturday 0
. 0

The 0
two 0
Iranian 0
men 0
were 0
arrested 0
in 0
July 0
with 0
419 0
kilograms 0
( 0
924 0
lbs 0
) 0
of 0
opium 0
after 0
they 0
opened 0
fire 0
on 0
police 0
and 0
killed 0
a 0
pedestrain 0
and 0
wounded 0
four 0
the 0
newspaper 0
quoted 0
a 0
police 0
commander 0
as 0
saying 0
. 0

Resalat 0
said 0
the 0
executions 0
were 0
ordered 0
by 0
the 0
Islamic 0
Revolutionary 0
Court 0
. 0

It 0
did 0
not 0
say 0
when 0
they 0
took 0
place 0
. 0

One 0
of 0
the 0
men 0
who 0
killed 0
the 0
pedestrian 0
was 0
hanged 0
at 0
the 0
site 0
of 0
the 0
crime 0
and 0
the 0
other 0
was 0
executed 0
in 0
Adel 0
prison 0
in 0
Shiraz 0
the 0
newspaper 0
said 0
. 0

Possession 0
of 0
30 0
grammes 0
( 0
just 0
over 0
an 0
ounce 0
) 0
of 0
heroin 0
or 0
five 0
kg 0
( 0
11 0
lb 0
) 0
of 0
opium 0
is 0
punishable 0
by 0
death 0
in 0
Iran 0
. 0

More 0
than 0
people 0
have 0
been 0
executed 0
in 0
drug-related 0
cases 0
since 0
the 0
law 0
took 0
effect 0
in 0
1989 0
. 0

Iran 0
has 0
an 0
estimated 0
one 0
million 0
drug 0
addicts 0
and 0
is 0
